Date-Time                     ,RadioRxTime ,GPS Time Record      ,Filtered Temperature (K) ,Filtered Humidity ,Filtered Dewpoint (K) ,Filtered Pressure (mb) ,Filtered Wind Dir ,Filtered Wind Spd (m/s) ,Filtered Altitude (m) ,Filtered Latitude ,Filtered Longitude ,GPS Velocity East (m/s) ,GPS Velocity North (m/s) ,GPS Velocity Up (m/s) ,GPS Altitude (m) ,GPS Latitude ,GPS Longitude ,GPS Derived Wind Dir ,GPS Derived Wind Spd (m/s) ,PTU Status ,RawPTU AscRate (m/s) ,RawPTU Humidity1 ,RawPTU Humidity2 ,RawPTU Pressure ,RawPTU PressureOK ,RawPTU Temperature ,RawPTU TemperatureOK ,WindResults East (m/s) ,WindResults North (m/s) ,WindResults Up (m/s) ,WindResults FiltGeoPotHeight (m) ,Calculated Mixing Ratio , , , , ,
[2023-02-01T18:55:38.3310673] ,  1617.3864 ,01-Feb-2023 18:52:34 ,                267.95   ,          93.1    ,             267.0068 ,             1076      ,         288      ,                 1.2    ,              67.2906 ,          43.8238 ,-76.2017           ,                0.11171 ,1.0023                   ,2.1861                ,           70.97 ,     43.8239 ,-76.2011      ,            186.3592 ,                    1.0085 ,         0 ,0.19128              ,92.024           ,92.024           ,      1009.326  ,                1 ,          267.3382 ,                   1 ,                3.8653 ,1.2694                  ,-32768               ,                        107.6283 ,               2.2426   , , , , ,
[2023-02-01T18:55:40.3797844] ,  1618.802  ,01-Feb-2023 18:52:35 ,                267.1684 ,          95.9787 ,             266.6292 ,             1009.8919 ,         254.2719 ,                 3.751  ,              77.0437 ,          43.8239 ,-76.2012           ,                1.3937  ,0.23432                  ,5.6743                ,           77.37 ,     43.8239 ,-76.2011      ,            260.4563 ,                    1.4133 ,         0 ,2.1861               ,92.46            ,92.46            ,      1008.621  ,                1 ,          267.2589 ,                   1 ,                4.2167 ,1.3909                  ,-32768               ,                        112.0211 ,               2.3217   , , , , ,
[2023-02-01T18:55:40.3835557] ,  1619.802  ,01-Feb-2023 18:52:36 ,                267.1263 ,          96.3236 ,             266.6343 ,             1009.2648 ,         251.8721 ,                 4.7566 ,              82.7187 ,          43.8239 ,-76.201            ,                6.5553  ,-1.6022                  ,5.5453                ,           83.02 ,     43.8239 ,-76.201       ,            283.7345 ,                    6.7482 ,         0 ,5.6743               ,93.2001          ,93.2001          ,      1007.9948 ,                1 ,          267.216  ,                   1 ,                4.5732 ,1.513                   ,-32768               ,                        117.5496 ,               2.324    , , , , ,
[2023-02-01T18:55:40.3878288] ,  1620.802  ,01-Feb-2023 18:52:37 ,                267.0971 ,          95.833  ,             266.5383 ,             1008.7607 ,         251.3587 ,                 5.3197 ,              87.4098 ,          43.8239 ,-76.2009           ,                9.5089  ,1.5545                   ,5.9538                ,           88.38 ,     43.8239 ,-76.2009      ,            260.7152 ,                    9.6351 ,         0 ,5.5453               ,93.4092          ,93.4092          ,      1007.4914 ,                1 ,          267.176  ,                   1 ,                4.9325 ,1.6339                  ,-32768               ,                        122.3632 ,               2.3081   , , , , ,
[2023-02-01T18:55:40.3910535] ,  1621.802  ,01-Feb-2023 18:52:38 ,                267.1302 ,          95.0431 ,             266.4629 ,             1008.3276 ,         251.4188 ,                 5.6832 ,              91.2978 ,          43.824  ,-76.2007           ,                9.2378  ,3.6535                   ,3.6008                ,           91.23 ,     43.824  ,-76.2008      ,            248.4215 ,                    9.934  ,         0 ,5.9538               ,93.0211          ,93.0211          ,      1007.0588 ,                1 ,          267.2081 ,                   1 ,                5.2929 ,1.753                   ,-32768               ,                        125.9768 ,               2.2957   , , , , ,
[2023-02-01T18:55:40.3942923] ,  1622.802  ,01-Feb-2023 18:52:39 ,                267.1271 ,          94.7284 ,             266.4164 ,             1007.8434 ,         251.5916 ,                 6.0038 ,              95.2511 ,          43.824  ,-76.2006           ,                9.9537  ,5.8142                   ,4.1077                ,           94.33 ,     43.824  ,-76.2006      ,            239.7099 ,                   11.5274 ,         0 ,3.6008               ,92.9337          ,92.9337          ,      1006.5753 ,                1 ,          267.2    ,                   1 ,                5.6525 ,1.8689                  ,-32768               ,                        129.6425 ,               2.2886   , , , , ,
[2023-02-01T18:55:40.3977469] ,  1623.802  ,01-Feb-2023 18:52:40 ,                267.1438 ,          94.9154 ,             266.4588 ,             1007.6045 ,         251.7404 ,                 6.3384 ,             100.1192 ,          43.824  ,-76.2006           ,                8.515   ,4.4347                   ,5.7587                ,           99.72 ,     43.824  ,-76.2005      ,            242.4889 ,                    9.6006 ,         0 ,4.1077               ,93.3898          ,93.3898          ,      1005.9182 ,                1 ,          267.225  ,                   1 ,                6.0091 ,1.98                    ,-32768               ,                        134.3982 ,               2.2967   , , , , ,
[2023-02-01T18:55:40.3992974] ,  1624.802  ,01-Feb-2023 18:52:41 ,                267.1147 ,          95.1762 ,             266.4658 ,             1006.5579 ,         251.854  ,                 6.6932 ,             105.9936 ,          43.824  ,-76.2005           ,                6.0899  ,1.524                    ,4.9858                ,          104.5  ,     43.824  ,-76.2005      ,            255.9506 ,                    6.2777 ,         0 ,5.7587               ,94.5812          ,94.5812          ,      1005.3084 ,                1 ,          267.1989 ,                   1 ,                6.3605 ,2.0847                  ,-32768               ,                        140.3693 ,               2.3003   , , , , ,
[2023-02-01T18:55:40.4007017] ,  1625.802  ,01-Feb-2023 18:52:42 ,                267.05   ,          95.4054 ,             266.4329 ,             1005.9442 ,         251.9685 ,                 7.0507 ,             112.2997 ,          43.824  ,-76.2004           ,                6.2199  ,-0.3386                  ,5.117                 ,          113.91 ,     43.824  ,-76.2004      ,            273.116  ,                    6.2291 ,         0 ,4.9858               ,95.1128          ,95.1128          ,      1004.972  ,                1 ,          267.133  ,                   1 ,                6.7045 ,2.1827                  ,-32768               ,                        147.5373 ,               2.2959   , , , , ,
[2023-02-01T18:55:40.4019627] ,  1626.802  ,01-Feb-2023 18:52:43 ,                267.0092 ,          95.8618 ,             266.4547 ,             1005.3034 ,         252.1067 ,                 7.3973 ,             117.7247 ,          43.8241 ,-76.2003           ,                6.1951  ,0.95614                  ,6.588                 ,          119.49 ,     43.824  ,-76.2003      ,            261.2264 ,                    6.2685 ,         0 ,5.117                ,95.4313          ,95.4313          ,      1004.069  ,                1 ,          267.0882 ,                   1 ,                7.0398 ,2.2728                  ,-32768               ,                        153.0591 ,               2.3012   , , , , ,
[2023-02-01T18:55:40.4031399] ,  1627.802  ,01-Feb-2023 18:52:44 ,                267.0006 ,          96.626  ,             266.5502 ,             1004.6327 ,         252.2657 ,                 7.7308 ,             122.0674 ,          43.8241 ,-76.2002           ,                9.023   ,3.2165                   ,7.0377                ,          121.19 ,     43.8241 ,-76.2002      ,            250.3799 ,                    9.5792 ,         0 ,6.588                ,96.3156          ,96.3156          ,      1003.454  ,                1 ,          267.0774 ,                   1 ,                7.3638 ,2.3549                  ,-32768               ,                        156.5952 ,               2.3197   , , , , ,
[2023-02-01T18:55:40.4049586] ,  1628.802  ,01-Feb-2023 18:52:45 ,                267.0011 ,          97.2184 ,             266.6308 ,             1003.933  ,         252.4437 ,                 8.0496 ,             126.5105 ,          43.8241 ,-76.2001           ,                9.2594  ,3.7399                   ,4.3754                ,          125.77 ,     43.8241 ,-76.2001      ,            248.0062 ,                    9.9862 ,         0 ,7.0377               ,96.4646          ,96.4646          ,      1002.8676 ,                1 ,          267.0819 ,                   1 ,                7.675  ,2.4282                  ,-32768               ,                        160.7351 ,               2.3358   , , , , ,
[2023-02-01T18:55:40.4064546] ,  1629.802  ,01-Feb-2023 18:52:46 ,                266.9588 ,          97.5043 ,             266.6271 ,             1003.2059 ,         252.6399 ,                 8.3519 ,             131.7083 ,          43.8242 ,-76.2              ,               10.0325  ,3.1358                   ,6.2868                ,          131    ,     43.8242 ,-76.1999      ,            252.6428 ,                   10.5111 ,         0 ,4.3754               ,96.7538          ,96.7538          ,      1002.0716 ,                1 ,          267.0438 ,                   1 ,                7.9723 ,2.492                   ,-32768               ,                        166.1044 ,               2.3368   , , , , ,
[2023-02-01T18:55:40.4080964] ,  1630.802  ,01-Feb-2023 18:52:47 ,                266.8889 ,          97.5842 ,             266.5681 ,             1002.4589 ,         252.8543 ,                 8.6369 ,             137.5825 ,          43.8242 ,-76.1998           ,                9.0787  ,2.4033                   ,6.3544                ,          137.77 ,     43.8242 ,-76.1998      ,            255.173  ,                    9.3914 ,         0 ,6.2868               ,97.5501          ,97.5501          ,      1001.3174 ,                1 ,          266.9772 ,                   1 ,                8.2536 ,2.5463                  ,-32768               ,                        172.301  ,               2.328    , , , , ,
[2023-02-01T18:55:40.4098065] ,  1631.802  ,01-Feb-2023 18:52:48 ,                266.8103 ,          97.4529 ,             266.4721 ,             1001.7005 ,         253.0881 ,                 8.9041 ,             143.4649 ,          43.8242 ,-76.1997           ,                9.2966  ,3.909                    ,5.1658                ,          143.89 ,     43.8242 ,-76.1997      ,            247.1944 ,                   10.085  ,         0 ,6.3544               ,97.7963          ,97.7963          ,      1000.3164 ,                1 ,          266.8989 ,                   1 ,                8.5192 ,2.5905                  ,-32768               ,                        178.4908 ,               2.3126   , , , , ,
[2023-02-01T18:55:40.4114198] ,  1632.802  ,01-Feb-2023 18:52:49 ,                266.7471 ,          97.4348 ,             266.4066 ,             1000.9368 ,         253.3427 ,                 9.1537 ,             148.8457 ,          43.8243 ,-76.1996           ,                7.2935  ,5.9865                   ,7.145                 ,          150.12 ,     43.8243 ,-76.1996      ,            230.6207 ,                    9.4357 ,         0 ,5.1658               ,96.9798          ,96.9798          ,       999.6248 ,                1 ,          266.8351 ,                   1 ,                8.7693 ,2.6243                  ,-32768               ,                        183.8813 ,               2.3027   , , , , ,
[2023-02-01T18:55:40.4127807] ,  1633.802  ,01-Feb-2023 18:52:50 ,                266.6761 ,          97.8873 ,             266.3964 ,             1000.1724 ,         253.6178 ,                 9.3862 ,             153.6222 ,          43.8243 ,-76.1995           ,                7.7062  ,7.199                    ,4.5932                ,          152.91 ,     43.8243 ,-76.1995      ,            226.9491 ,                   10.5457 ,         0 ,7.145                ,97.3205          ,97.3205          ,       998.9051 ,                1 ,          266.758  ,                   1 ,                9.0047 ,2.6476                  ,-32768               ,                        188.1375 ,               2.3027   , , , , ,
[2023-02-01T18:55:40.4142731] ,  1634.802  ,01-Feb-2023 18:52:51 ,                266.6418 ,          98.6351 ,             266.4617 ,              999.4117 ,         253.9104 ,                 9.6019 ,             158.6181 ,          43.8244 ,-76.1994           ,               10.5286  ,6.4279                   ,5.9636                ,          157.93 ,     43.8244 ,-76.1994      ,            238.595  ,                   12.3357 ,         0 ,4.5932               ,98.0764          ,98.0764          ,       998.0803 ,                1 ,          266.7236 ,                   1 ,                9.2256 ,2.6611                  ,-32768               ,                        192.9122 ,               2.3161   , , , , ,
[2023-02-01T18:55:40.4213323] ,  1635.802  ,01-Feb-2023 18:52:52 ,                266.6131 ,          99.1026 ,             266.495  ,              998.6535 ,         254.2158 ,                 9.801  ,             164.1333 ,          43.8244 ,-76.1992           ,               13.5363  ,3.919                    ,4.7786                ,          163.75 ,     43.8244 ,-76.1992      ,            253.8531 ,                   14.0922 ,         0 ,5.9636               ,98.6244          ,98.6244          ,       997.4822 ,                1 ,          266.6963 ,                   1 ,                9.4319 ,2.6657                  ,-32768               ,                        198.7737 ,               2.3238   , , , , ,
[2023-02-01T18:55:40.4226284] ,  1636.802  ,01-Feb-2023 18:52:53 ,                266.5513 ,          99.3332 ,             266.4636 ,              997.8918 ,         254.5294 ,                 9.9834 ,             169.9956 ,          43.8245 ,-76.1991           ,               12.2383  ,2.4776                   ,5.9643                ,          171.02 ,     43.8245 ,-76.1991      ,            258.5554 ,                   12.4866 ,         0 ,4.7786               ,99.0542          ,99.0542          ,       996.517  ,                1 ,          266.6334 ,                   1 ,                9.6224 ,2.6629                  ,-32768               ,                        204.9898 ,               2.32     , , , , ,
[2023-02-01T18:55:40.4239127] ,  1637.802  ,01-Feb-2023 18:52:54 ,                266.4933 ,          99.615  ,             266.4427 ,              997.122  ,         254.8489 ,                10.1498 ,             175.7181 ,          43.8245 ,-76.1989           ,               10.283   ,5.005                    ,7.03                  ,          175.52 ,     43.8245 ,-76.1989      ,            244.0469 ,                   11.4364 ,         0 ,5.9643               ,99.7495          ,99.7495          ,       995.9451 ,                1 ,          266.5747 ,                   1 ,                9.7971 ,2.6529                  ,-32768               ,                        210.5799 ,               2.318    , , , , ,
[2023-02-01T18:55:40.4260881] ,  1638.802  ,01-Feb-2023 18:52:55 ,                266.4531 ,         100      ,             266.4531 ,              996.3395 ,         255.1737 ,                10.3012 ,             181.451  ,          43.8245 ,-76.1988           ,               11.4523  ,2.9527                   ,6.4499                ,          181.88 ,     43.8245 ,-76.1988      ,            255.5423 ,                   11.8268 ,         0 ,7.03                 ,100.2861         ,100.2861         ,       995.35   ,                1 ,          266.5348 ,                   1 ,                9.9579 ,2.6359                  ,-32768               ,                        216.0476 ,               2.3217   , , , , ,
[2023-02-01T18:55:40.4273842] ,  1639.802  ,01-Feb-2023 18:52:56 ,                266.4072 ,         100      ,             266.4072 ,              995.5411 ,         255.5027 ,                10.439  ,             187.4039 ,          43.8245 ,-76.1986           ,               13.1247  ,0.96239                  ,5.5714                ,          185.9  ,     43.8245 ,-76.1986      ,            265.8062 ,                   13.1599 ,         0 ,6.4499               ,100.0842         ,100.0842         ,       994.3999 ,                1 ,          266.4888 ,                   1 ,               10.1065 ,2.6132                  ,-32768               ,                        221.7658 ,               2.3154   , , , , ,
[2023-02-01T18:55:40.4288909] ,  1640.802  ,01-Feb-2023 18:52:57 ,                266.3506 ,         100      ,             266.3506 ,              994.7272 ,         255.8346 ,                10.5646 ,             193.7361 ,          43.8245 ,-76.1985           ,               10.2848  ,1.5833                   ,7.5349                ,          194.74 ,     43.8245 ,-76.1985      ,            261.2482 ,                   10.406  ,         0 ,5.5714               ,100.5366         ,100.5366         ,       993.4409 ,                1 ,          266.432  ,                   1 ,               10.2433 ,2.5853                  ,-32768               ,                        228.5852 ,               2.3072   , , , , ,
[2023-02-01T18:55:40.4302549] ,  1641.802  ,01-Feb-2023 18:52:58 ,                266.298  ,         100      ,             266.298  ,              993.9025 ,         256.1676 ,                10.6794 ,             200.0489 ,          43.8246 ,-76.1984           ,                9.3903  ,2.8478                   ,6.7684                ,          200.16 ,     43.8246 ,-76.1984      ,            253.129  ,                    9.8126 ,         0 ,7.5349               ,101.1831         ,101.1831         ,       992.5818 ,                1 ,          266.3802 ,                   1 ,               10.3696 ,2.5531                  ,-32768               ,                        235.0226 ,               2.2998   , , , , ,
[2023-02-01T18:55:40.4316174] ,  1642.802  ,01-Feb-2023 18:52:59 ,                266.2433 ,         100      ,             266.2432 ,              993.0701 ,         256.5002 ,                10.7848 ,             206.2338 ,          43.8246 ,-76.1982           ,               11.7542  ,0.47402                  ,6.1188                ,          206.74 ,     43.8246 ,-76.1982      ,            267.6906 ,                   11.7637 ,         0 ,6.7684               ,101.2148         ,101.2148         ,       991.99   ,                1 ,          266.3255 ,                   1 ,               10.4865 ,2.5175                  ,-32768               ,                        241.039  ,               2.292    , , , , ,
[2023-02-01T18:55:40.4329246] ,  1643.802  ,01-Feb-2023 18:53:00 ,                266.1827 ,         100      ,             266.1827 ,              992.2345 ,         256.8307 ,                10.882  ,             212.5525 ,          43.8246 ,-76.1981           ,               11.2469  ,-1.4453                  ,5.7832                ,          211.86 ,     43.8246 ,-76.1981      ,            277.3225 ,                   11.3394 ,         0 ,6.1188               ,100.6134         ,100.6134         ,       990.9035 ,                1 ,          266.2637 ,                   1 ,               10.5953 ,2.4794                  ,-32768               ,                        246.8674 ,               2.2832   , , , , ,
[2023-02-01T18:55:40.4341855] ,  1644.802  ,01-Feb-2023 18:53:01 ,                266.1299 ,         100      ,             266.1299 ,              991.4004 ,         257.1577 ,                10.972  ,             219.3837 ,          43.8246 ,-76.198            ,               10.1317  ,-1.3464                  ,6.8408                ,          218.03 ,     43.8246 ,-76.198       ,            277.5696 ,                   10.2208 ,         0 ,5.7832               ,100.8402         ,100.8402         ,       990.0421 ,                1 ,          266.2103 ,                   1 ,               10.6974 ,2.4388                  ,-32768               ,                        253.7273 ,               2.2759   , , , , ,
[2023-02-01T18:55:40.4355575] ,  1645.802  ,01-Feb-2023 18:53:02 ,                266.0845 ,         100      ,             266.0845 ,              990.567  ,         257.478  ,                11.0558 ,             226.6498 ,          43.8246 ,-76.1979           ,                8.7203  ,0.24338                  ,9.6289                ,          228.27 ,     43.8246 ,-76.1979      ,            268.4013 ,                    8.7237 ,         0 ,6.8408               ,100.8793         ,100.8793         ,       989.3408 ,                1 ,          266.1645 ,                   1 ,               10.7929 ,2.3969                  ,-32768               ,                        261.7097 ,               2.2698   , , , , ,
[2023-02-01T18:55:40.4368745] ,  1646.802  ,01-Feb-2023 18:53:03 ,                266.0319 ,         100      ,             266.0319 ,              989.7333 ,         257.7883 ,                11.1341 ,             233.5209 ,          43.8246 ,-76.1977           ,               10.1042  ,2.5308                   ,8.083                 ,          233.77 ,     43.8246 ,-76.1977      ,            255.9386 ,                   10.4163 ,         0 ,9.6289               ,102.1216         ,102.1216         ,       988.4255 ,                1 ,          266.11   ,                   1 ,               10.8821 ,2.3547                  ,-32768               ,                        268.4948 ,               2.2625   , , , , ,
[2023-02-01T18:55:40.4389054] ,  1647.802  ,01-Feb-2023 18:53:04 ,                265.9933 ,         100      ,             265.9933 ,              988.8997 ,         258.0861 ,                11.2076 ,             239.9693 ,          43.8246 ,-76.1976           ,                8.9302  ,2.3334                   ,7.0024                ,          240.1  ,     43.8246 ,-76.1976      ,            255.3566 ,                    9.23   ,         0 ,8.083                ,103.1958         ,103.1958         ,       987.7388 ,                1 ,          266.0724 ,                   1 ,               10.966  ,2.3133                  ,-32768               ,                        274.4413 ,               2.2577   , , , , ,
[2023-02-01T18:55:40.4402643] ,  1648.802  ,01-Feb-2023 18:53:05 ,                265.949  ,         100      ,             265.949  ,              988.0635 ,         258.3704 ,                11.2772 ,             246.4538 ,          43.8246 ,-76.1975           ,                7.1675  ,1.5226                   ,5.9716                ,          244.91 ,     43.8246 ,-76.1975      ,            258.0068 ,                    7.3275 ,         0 ,7.0024               ,102.7094         ,102.7094         ,       987.0974 ,                1 ,          266.0276 ,                   1 ,               11.0455 ,2.2731                  ,-32768               ,                        280.6388 ,               2.2519   , , , , ,
[2023-02-01T18:55:40.4416516] ,  1649.802  ,01-Feb-2023 18:53:06 ,                265.8996 ,         100      ,             265.8996 ,              987.2269 ,         258.6418 ,                11.3435 ,             253.3277 ,          43.8246 ,-76.1974           ,               10.1372  ,2.1823                   ,7.635                 ,          253.9  ,     43.8246 ,-76.1974      ,            257.851  ,                   10.3694 ,         0 ,5.9716               ,103.0728         ,103.0728         ,       985.8875 ,                1 ,          265.9781 ,                   1 ,               11.1213 ,2.2342                  ,-32768               ,                        288.0384 ,               2.2452   , , , , ,
[2023-02-01T18:55:40.4430501] ,  1650.802  ,01-Feb-2023 18:53:07 ,                265.8598 ,         100      ,             265.8598 ,              986.3947 ,         258.9009 ,                11.4069 ,             259.9837 ,          43.8247 ,-76.1972           ,               13.3805  ,4.075                    ,7.1617                ,          260.93 ,     43.8247 ,-76.1972      ,            253.0622 ,                   13.9873 ,         0 ,7.635                ,101.9873         ,101.9873         ,       984.9523 ,                1 ,          265.9399 ,                   1 ,               11.1936 ,2.1962                  ,-32768               ,                        294.9212 ,               2.2402   , , , , ,
[2023-02-01T18:55:40.4444109] ,  1651.802  ,01-Feb-2023 18:53:08 ,                265.8082 ,         100      ,             265.8082 ,              985.5712 ,         259.1478 ,                11.4679 ,             266.1446 ,          43.8247 ,-76.1971           ,               12.6216  ,4.9092                   ,6.1982                ,          265.67 ,     43.8247 ,-76.1971      ,            248.7465 ,                   13.5427 ,         0 ,7.1617               ,100.661          ,100.661          ,       984.1778 ,                1 ,          265.887  ,                   1 ,               11.2628 ,2.1591                  ,-32768               ,                        300.7274 ,               2.2331   , , , , ,
[2023-02-01T18:55:40.4457959] ,  1652.802  ,01-Feb-2023 18:53:09 ,                265.7596 ,         100      ,             265.7596 ,              984.7535 ,         259.3814 ,                11.527  ,             272.1207 ,          43.8247 ,-76.197            ,               11.4315  ,3.4542                   ,7.0349                ,          272.14 ,     43.8247 ,-76.1969      ,            253.187  ,                   11.942  ,         0 ,6.1982               ,100.6044         ,100.6044         ,       983.4908 ,                1 ,          265.8372 ,                   1 ,               11.3298 ,2.1239                  ,-32768               ,                        306.7227 ,               2.2266   , , , , ,
[2023-02-01T18:55:40.4471260] ,  1653.802  ,01-Feb-2023 18:53:10 ,                265.728  ,         100      ,             265.728  ,              983.9387 ,         259.6004 ,                11.5849 ,             278.1225 ,          43.8248 ,-76.1968           ,                8.9874  ,2.2652                   ,6.3447                ,          278.33 ,     43.8248 ,-76.1968      ,            255.8534 ,                    9.2685 ,         0 ,7.0349               ,100.8476         ,100.8476         ,       982.7249 ,                1 ,          265.8066 ,                   1 ,               11.3946 ,2.0915                  ,-32768               ,                        312.8148 ,               2.223    , , , , ,
[2023-02-01T18:55:40.4486165] ,  1654.802  ,01-Feb-2023 18:53:11 ,                265.69   ,         100      ,             265.69   ,              983.1202 ,         259.8039 ,                11.6426 ,             284.3102 ,          43.8248 ,-76.1967           ,               10.985   ,1.9636                   ,6.2625                ,          283.88 ,     43.8248 ,-76.1967      ,            259.8654 ,                   11.1591 ,         0 ,6.3447               ,102.2225         ,102.2225         ,       982.131  ,                1 ,          265.7699 ,                   1 ,               11.4579 ,2.0614                  ,-32768               ,                        318.9037 ,               2.2183   , , , , ,
[2023-02-01T18:55:40.4499999] ,  1655.802  ,01-Feb-2023 18:53:12 ,                265.6347 ,         100      ,             265.6347 ,              982.2903 ,         259.9895 ,                11.7008 ,             290.9407 ,          43.8248 ,-76.1965           ,               13.0856  ,2.567                    ,6.7429                ,          290.91 ,     43.8248 ,-76.1965      ,            258.9014 ,                   13.335  ,         0 ,6.2625               ,102.3478         ,102.3478         ,       981.0836 ,                1 ,          265.7144 ,                   1 ,               11.5223 ,2.0332                  ,-32768               ,                        325.5168 ,               2.2107   , , , , ,
[2023-02-01T18:55:40.4521516] ,  1656.802  ,01-Feb-2023 18:53:13 ,                265.5852 ,         100      ,             265.5852 ,              981.4458 ,         260.1536 ,                11.76   ,             297.972  ,          43.8248 ,-76.1963           ,               14.2884  ,1.9784                   ,7.0968                ,          297.6  ,     43.8248 ,-76.1964      ,            262.117  ,                   14.4247 ,         0 ,6.7429               ,101.9634         ,101.9634         ,       980.1898 ,                1 ,          265.6654 ,                   1 ,               11.587  ,2.0104                  ,-32768               ,                        332.5835 ,               2.2041   , , , , ,
[2023-02-01T18:55:40.4536199] ,  1657.802  ,01-Feb-2023 18:53:14 ,                265.5391 ,         100      ,             265.5391 ,              980.5884 ,         260.2953 ,                11.82   ,             305.189  ,          43.8248 ,-76.1962           ,               14.1503  ,1.7165                   ,7.5655                ,          305.71 ,     43.8248 ,-76.1962      ,            263.0835 ,                   14.254  ,         0 ,7.0968               ,101.6482         ,101.6482         ,       979.5331 ,                1 ,          265.6199 ,                   1 ,               11.651  ,1.9921                  ,-32768               ,                        339.9864 ,               2.1982   , , , , ,
[2023-02-01T18:55:40.4552696] ,  1658.802  ,01-Feb-2023 18:53:15 ,                265.4906 ,         100      ,             265.4906 ,              979.7189 ,         260.4168 ,                11.8806 ,             312.3072 ,          43.8249 ,-76.196            ,               13.9478  ,2.0247                   ,7.7611                ,          312.41 ,     43.8249 ,-76.196       ,            261.7403 ,                   14.094  ,         0 ,7.5655               ,101.1766         ,101.1766         ,       978.5739 ,                1 ,          265.573  ,                   1 ,               11.715  ,1.9781                  ,-32768               ,                        347.086  ,               2.1919   , , , , ,
[2023-02-01T18:55:40.4566945] ,  1659.802  ,01-Feb-2023 18:53:16 ,                265.4279 ,         100      ,             265.4279 ,              978.8392 ,         260.5221 ,                11.9417 ,             319.2487 ,          43.8249 ,-76.1958           ,               13.2219  ,2.9864                   ,7.1636                ,          319.48 ,     43.8249 ,-76.1958      ,            257.2722 ,                   13.5549 ,         0 ,7.7611               ,101.5419         ,101.5419         ,       977.4123 ,                1 ,          265.51   ,                   1 ,               11.7789 ,1.9673                  ,-32768               ,                        353.9296 ,               2.1832   , , , , ,
[2023-02-01T18:55:40.4581150] ,  1660.802  ,01-Feb-2023 18:53:17 ,                265.367  ,         100      ,             265.367  ,              977.9493 ,         260.614  ,                12.0037 ,             326.2298 ,          43.8249 ,-76.1957           ,               12.6039  ,3.0974                   ,7.1222                ,          325.82 ,     43.8249 ,-76.1957      ,            256.1933 ,                   12.979  ,         0 ,7.1636               ,101.8669         ,101.8669         ,       976.7448 ,                1 ,          265.4483 ,                   1 ,               11.8429 ,1.9586                  ,-32768               ,                        360.7218 ,               2.1749   , , , , ,
[2023-02-01T18:55:40.4596636] ,  1661.802  ,01-Feb-2023 18:53:18 ,                265.318  ,         100      ,             265.318  ,              977.0486 ,         260.6919 ,                12.0669 ,             333.4991 ,          43.8249 ,-76.1955           ,               11.2435  ,2.8857                   ,6.6884                ,          333.12 ,     43.8249 ,-76.1955      ,            255.6053 ,                   11.6079 ,         0 ,7.1222               ,101.5848         ,101.5848         ,       975.9154 ,                1 ,          265.3985 ,                   1 ,               11.9081 ,1.9517                  ,-32768               ,                        368.0592 ,               2.1686   , , , , ,
[2023-02-01T18:55:40.4611742] ,  1662.802  ,01-Feb-2023 18:53:19 ,                265.2711 ,         100      ,             265.271  ,              976.1324 ,         260.7511 ,                12.132  ,             341.0025 ,          43.825  ,-76.1954           ,               10.9403  ,2.1083                   ,6.6251                ,          341.68 ,     43.825  ,-76.1954      ,            259.0922 ,                   11.1415 ,         0 ,6.6884               ,101.3847         ,101.3847         ,       974.9619 ,                1 ,          265.3507 ,                   1 ,               11.9738 ,1.9492                  ,-32768               ,                        375.7581 ,               2.1627   , , , , ,
[2023-02-01T18:55:40.4626721] ,  1663.802  ,01-Feb-2023 18:53:20 ,                265.2263 ,         100      ,             265.2263 ,              975.2014 ,         260.7872 ,                12.1996 ,             348.5701 ,          43.825  ,-76.1953           ,               10.9939  ,1.0211                   ,6.1426                ,          348    ,     43.825  ,-76.1953      ,            264.6938 ,                   11.0412 ,         0 ,6.6251               ,101.3472         ,101.3472         ,       974.0744 ,                1 ,          265.3061 ,                   1 ,               12.0424 ,1.9528                  ,-32768               ,                        383.205  ,               2.1573   , , , , ,
[2023-02-01T18:55:40.4649594] ,  1664.802  ,01-Feb-2023 18:53:21 ,                265.1768 ,         100      ,             265.1768 ,              974.2507 ,         260.7985 ,                12.2698 ,             356.2292 ,          43.825  ,-76.1951           ,               10.9496  ,0.67694                  ,6.9414                ,          356.84 ,     43.825  ,-76.1951      ,            266.4623 ,                   10.9705 ,         0 ,6.1426               ,101.7653         ,101.7653         ,       973.2098 ,                1 ,          265.2561 ,                   1 ,               12.1119 ,1.9622                  ,-32768               ,                        390.9098 ,               2.1511   , , , , ,
[2023-02-01T18:55:40.4667216] ,  1665.802  ,01-Feb-2023 18:53:22 ,                265.1324 ,         100      ,             265.1324 ,              973.2842 ,         260.7846 ,                12.3429 ,             363.9036 ,          43.825  ,-76.195            ,               13.3317  ,-0.38443                 ,8.0741                ,          363.45 ,     43.825  ,-76.195       ,            271.6517 ,                   13.3373 ,         0 ,6.9414               ,102.247          ,102.247          ,       972.2684 ,                1 ,          265.2115 ,                   1 ,               12.1836 ,1.9769                  ,-32768               ,                        398.3367 ,               2.1458   , , , , ,
