Date-Time                     ,RadioRxTime ,GPS Time Record      ,Filtered Temperature (K) ,Filtered Humidity ,Filtered Dewpoint (K) ,Filtered Pressure (mb) ,Filtered Wind Dir ,Filtered Wind Spd (m/s) ,Filtered Altitude (m) ,Filtered Latitude ,Filtered Longitude ,GPS Velocity East (m/s) ,GPS Velocity North (m/s) ,GPS Velocity Up (m/s) ,GPS Altitude (m) ,GPS Latitude ,GPS Longitude ,GPS Derived Wind Dir ,GPS Derived Wind Spd (m/s) ,PTU Status ,RawPTU AscRate (m/s) ,RawPTU Humidity1 ,RawPTU Humidity2 ,RawPTU Pressure ,RawPTU PressureOK ,RawPTU Temperature ,RawPTU TemperatureOK ,WindResults East (m/s) ,WindResults North (m/s) ,WindResults Up (m/s) ,WindResults FiltGeoPotHeight (m) ,Calculated Mixing Ratio , , , , ,
[2023-02-01T19:04:58.3469030] ,  2281.801  ,01-Feb-2023 19:03:38 ,                249.0178 ,          14.2774 ,             228.5865 ,              617.3581 ,         289.5853 ,                39.2613 ,            3753.5474 ,          43.8108 ,-76.0274           ,               32.8992  ,-16.5937                 ,-7.4079               ,         3752.66 ,     43.8107 ,-76.0274      ,            296.7655 ,                   36.8471 ,         0 ,-7.8726              ,13.0916          ,13.0916          ,       616.923  ,                1 ,          249.1182 ,                   1 ,               36.9902 ,-13.1603                ,-32768               ,                       3784.4949 ,               0.11749  , , , , ,
[2023-02-01T19:04:58.3483630] ,  2282.801  ,01-Feb-2023 19:03:39 ,                249.0351 ,          14.8008 ,             228.9486 ,              618.0229 ,         289.6111 ,                39.0975 ,            3746.9504 ,          43.8106 ,-76.027            ,               35.4314  ,-14.819                  ,-6.6045               ,         3746.01 ,     43.8106 ,-76.027       ,            292.6968 ,                   38.4056 ,         0 ,-7.4079              ,13.829           ,13.829           ,       617.3792 ,                1 ,          249.1142 ,                   1 ,               36.8304 ,-13.1227                ,-32768               ,                       3778.4941 ,               0.12206  , , , , ,
[2023-02-01T19:04:58.3502924] ,  2283.801  ,01-Feb-2023 19:03:40 ,                249.0729 ,          15.2057 ,             229.2418 ,              618.6709 ,         289.6386 ,                38.9227 ,            3740.4329 ,          43.8105 ,-76.0266           ,               38.2854  ,-10.3595                 ,-4.7529               ,         3743.94 ,     43.8105 ,-76.0266      ,            285.1408 ,                   39.6622 ,         0 ,-6.6045              ,14.3035          ,14.3035          ,       617.8291 ,                1 ,          249.1895 ,                   1 ,               36.659  ,-13.0821                ,-32768               ,                       3772.7224 ,               0.12587  , , , , ,
[2023-02-01T19:05:07.6023336] ,  2284.801  ,01-Feb-2023 19:03:41 ,                249.0889 ,          15.6706 ,             229.5476 ,              619.3085 ,         289.6675 ,                38.7373 ,            3732.7309 ,          43.8104 ,-76.0261           ,               33.5366  ,-12.6166                 ,-10.2038              ,         3731.56 ,     43.8104 ,-76.0261      ,            290.6165 ,                   35.8313 ,         0 ,-4.7529              ,14.5969          ,14.5969          ,       618.52   ,                1 ,          249.1956 ,                   1 ,               36.4777 ,-13.0372                ,-32768               ,                       3764.1242 ,               0.12995  , , , , ,
[2023-02-01T19:05:07.6037328] ,  2285.801  ,01-Feb-2023 19:03:42 ,                249.0801 ,          16.3274 ,             229.9397 ,              619.9457 ,         289.6976 ,                38.5425 ,            3724.7253 ,          43.8103 ,-76.0256           ,               38.7043  ,-11.9961                 ,-6.8368               ,         3724.01 ,     43.8103 ,-76.0256      ,            287.2205 ,                   40.5207 ,         0 ,-10.2038             ,15.1711          ,15.1711          ,       619.139  ,                1 ,          249.1809 ,                   1 ,               36.287  ,-12.9907                ,-32768               ,                       3755.7289 ,               0.13541  , , , , ,
[2023-02-01T19:05:07.6048480] ,  2286.801  ,01-Feb-2023 19:03:43 ,                249.0941 ,          17.1107 ,             230.4095 ,              620.5911 ,         289.7286 ,                38.3397 ,            3716.8165 ,          43.8102 ,-76.0252           ,               39.0526  ,-11.9492                 ,-7.2577               ,         3717.09 ,     43.8102 ,-76.0252      ,            287.0129 ,                   40.8398 ,         0 ,-6.8368              ,15.8383          ,15.8383          ,       619.6935 ,                1 ,          249.1914 ,                   1 ,               36.0893 ,-12.942                 ,-32768               ,                       3748.1923 ,               0.14224  , , , , ,
[2023-02-01T19:05:07.6059142] ,  2287.801  ,01-Feb-2023 19:03:44 ,                249.1256 ,          17.852  ,             230.8524 ,              621.2506 ,         289.7598 ,                38.1303 ,            3708.8564 ,          43.8101 ,-76.0247           ,               38.5816  ,-12.433                  ,-7.8686               ,         3708.84 ,     43.8101 ,-76.0247      ,            287.8616 ,                   40.5354 ,         0 ,-7.2577              ,16.3751          ,16.3751          ,       620.3877 ,                1 ,          249.2156 ,                   1 ,               35.8849 ,-12.8922                ,-32768               ,                       3740.2501 ,               0.14896  , , , , ,
[2023-02-01T19:05:07.6070475] ,  2288.801  ,01-Feb-2023 19:03:45 ,                249.1831 ,          18.5147 ,             231.2607 ,              621.9304 ,         289.7903 ,                37.9154 ,            3700.7164 ,          43.81   ,-76.0242           ,               39.176   ,-13.8033                 ,-7.9436               ,         3700.28 ,     43.81   ,-76.0242      ,            289.4095 ,                   41.5367 ,         0 ,-7.8686              ,16.9311          ,16.9311          ,       621.0323 ,                1 ,          249.2709 ,                   1 ,               35.6758 ,-12.8369                ,-32768               ,                       3732.2218 ,               0.15539  , , , , ,
[2023-02-01T19:05:07.6083393] ,  2289.801  ,01-Feb-2023 19:03:46 ,                249.2537 ,          19.0972 ,             231.6276 ,              622.6296 ,         289.8205 ,                37.6967 ,            3692.2958 ,          43.8098 ,-76.0237           ,               38.7481  ,-15.1721                 ,-7.5389               ,         3693.78 ,     43.8098 ,-76.0237      ,            291.3832 ,                   41.6126 ,         0 ,-7.9436              ,17.3441          ,17.3441          ,       621.7476 ,                1 ,          249.3473 ,                   1 ,               35.4629 ,-12.7811                ,-32768               ,                       3724.064  ,               0.16135  , , , , ,
[2023-02-01T19:05:07.6096832] ,  2290.801  ,01-Feb-2023 19:03:47 ,                249.2767 ,          19.5642 ,             231.8867 ,              623.3484 ,         289.8504 ,                37.4752 ,            3683.2827 ,          43.8097 ,-76.0233           ,               36.7487  ,-16.0051                 ,-9.5705               ,         3682.53 ,     43.8097 ,-76.0232      ,            293.5344 ,                   40.0828 ,         0 ,-7.5389              ,18.1813          ,18.1813          ,       622.4855 ,                1 ,          249.3751 ,                   1 ,               35.2485 ,-12.7256                ,-32768               ,                       3714.7017 ,               0.16562  , , , , ,
[2023-02-01T19:05:07.6108572] ,  2291.801  ,01-Feb-2023 19:03:48 ,                249.2619 ,          19.6834 ,             231.9343 ,              624.0814 ,         289.8793 ,                37.2513 ,            3674.3693 ,          43.8095 ,-76.0229           ,               34.0016  ,-17.1175                 ,-9.6045               ,         3674.08 ,     43.8095 ,-76.0228      ,            296.7222 ,                   38.0673 ,         0 ,-9.5705              ,18.7721          ,18.7721          ,       623.2352 ,                1 ,          249.3601 ,                   1 ,               35.0324 ,-12.6679                ,-32768               ,                       3705.6659 ,               0.16626  , , , , ,
[2023-02-01T19:05:07.6120913] ,  2292.801  ,01-Feb-2023 19:03:49 ,                249.267  ,          19.4248 ,             231.8075 ,              624.8225 ,         289.9067 ,                37.026  ,            3665.7737 ,          43.8094 ,-76.0225           ,               30.4495  ,-13.7003                 ,-8.6952               ,         3665.52 ,     43.8094 ,-76.0225      ,            294.2247 ,                   33.3897 ,         0 ,-9.6045              ,18.886           ,18.886           ,       624.0879 ,                1 ,          249.3621 ,                   1 ,               34.8138 ,-12.6063                ,-32768               ,                       3697.3174 ,               0.16386  , , , , ,
[2023-02-01T19:05:15.8919733] ,  2293.801  ,01-Feb-2023 19:03:50 ,                249.3108 ,          19.1156 ,             231.6865 ,              625.5652 ,         289.9328 ,                36.8008 ,            3657.4505 ,          43.8093 ,-76.0221           ,               31.0081  ,-6.1057                  ,-7.0868               ,         3658.14 ,     43.8093 ,-76.0221      ,            281.1395 ,                   31.6035 ,         0 ,-8.6952              ,18.8699          ,18.8699          ,       624.8203 ,                1 ,          249.4037 ,                   1 ,               34.596  ,-12.5465                ,-32768               ,                       3689.1185 ,               0.16159  , , , , ,
[2023-02-01T19:05:15.8944960] ,  2294.801  ,01-Feb-2023 19:03:51 ,                249.348  ,          19.0464 ,             231.6827 ,              626.3058 ,         289.9574 ,                36.5775 ,            3649.3205 ,          43.8092 ,-76.0217           ,               33.3824  ,-12.2032                 ,-8.3322               ,         3648.29 ,     43.8092 ,-76.0217      ,            290.0803 ,                   35.543  ,         0 ,-7.0868              ,18.8574          ,18.8574          ,       625.5296 ,                1 ,          249.4356 ,                   1 ,               34.3801 ,-12.4848                ,-32768               ,                       3680.8386 ,               0.16134  , , , , ,
[2023-02-01T19:05:15.8996195] ,  2295.801  ,01-Feb-2023 19:03:52 ,                249.3993 ,          19.1182 ,             231.7642 ,              627.0417 ,         289.9806 ,                36.358  ,            3641.3982 ,          43.8092 ,-76.0212           ,               32.6445  ,-9.2494                  ,-6.8742               ,         3642.66 ,     43.8092 ,-76.0212      ,            285.8194 ,                   33.9295 ,         0 ,-8.3322              ,18.9038          ,18.9038          ,       626.3773 ,                1 ,          249.4827 ,                   1 ,               34.169  ,-12.4229                ,-32768               ,                       3673.0285 ,               0.16254  , , , , ,
[2023-02-01T19:05:15.9009326] ,  2296.801  ,01-Feb-2023 19:03:53 ,                249.473  ,          19.2326 ,             231.8869 ,              627.7709 ,         290.0032 ,                36.1435 ,            3633.3718 ,          43.8091 ,-76.0208           ,               35.4699  ,-8.7253                  ,-12.446               ,         3632.02 ,     43.8091 ,-76.0208      ,            283.8198 ,                   36.5273 ,         0 ,-6.8742              ,18.935           ,18.935           ,       626.9325 ,                1 ,          249.5533 ,                   1 ,               33.9624 ,-12.3626                ,-32768               ,                       3664.6891 ,               0.16446  , , , , ,
[2023-02-01T19:05:15.9045985] ,  2297.801  ,01-Feb-2023 19:03:54 ,                249.5609 ,          19.3287 ,             232.0125 ,              628.4951 ,         290.0251 ,                35.9345 ,            3625.4114 ,          43.809  ,-76.0204           ,               30.352   ,-8.4564                  ,-5.0152               ,         3625.84 ,     43.809  ,-76.0204      ,            285.5685 ,                   31.508  ,         0 ,-12.446              ,19.0076          ,19.0076          ,       627.6858 ,                1 ,          249.6416 ,                   1 ,               33.7617 ,-12.3058                ,-32768               ,                       3657.1534 ,               0.16645  , , , , ,
[2023-02-01T19:05:15.9059658] ,  2298.801  ,01-Feb-2023 19:03:55 ,                249.6334 ,          19.3851 ,             232.104  ,              629.2147 ,         290.0457 ,                35.7305 ,            3617.1542 ,          43.8089 ,-76.02             ,               33.2728  ,-14.7593                 ,-6.5063               ,         3618.7  ,     43.8089 ,-76.02        ,            293.9213 ,                   36.3994 ,         0 ,-5.0152              ,19.2308          ,19.2308          ,       628.4128 ,                1 ,          249.7137 ,                   1 ,               33.5663 ,-12.2486                ,-32768               ,                       3649.1827 ,               0.16787  , , , , ,
[2023-02-01T19:05:15.9070616] ,  2299.801  ,01-Feb-2023 19:03:56 ,                249.6982 ,          19.4443 ,             232.1903 ,              629.929  ,         290.0654 ,                35.5314 ,            3608.4546 ,          43.8087 ,-76.0196           ,               33.9004  ,-14.903                  ,-9.8236               ,         3607.45 ,     43.8087 ,-76.0196      ,            293.7308 ,                   37.0316 ,         0 ,-6.5063              ,19.1227          ,19.1227          ,       629.2493 ,                1 ,          249.7808 ,                   1 ,               33.3767 ,-12.191                 ,-32768               ,                       3639.804  ,               0.16921  , , , , ,
[2023-02-01T19:05:15.9082178] ,  2300.801  ,01-Feb-2023 19:03:57 ,                249.7719 ,          19.5446 ,             232.3052 ,              630.6396 ,         290.0857 ,                35.3378 ,            3600.0618 ,          43.8086 ,-76.0192           ,               32.883   ,-17.0346                 ,-8.0582               ,         3599.13 ,     43.8086 ,-76.0192      ,            297.3859 ,                   37.0334 ,         0 ,-9.8236              ,19.0878          ,19.0878          ,       629.7955 ,                1 ,          249.8613 ,                   1 ,               33.1875 ,-12.1349                ,-32768               ,                       3631.2339 ,               0.17106  , , , , ,
[2023-02-01T19:05:15.9097079] ,  2301.801  ,01-Feb-2023 19:03:58 ,                249.7987 ,          19.6622 ,             232.3882 ,              631.3464 ,         290.1082 ,                35.1513 ,            3592.2262 ,          43.8085 ,-76.0188           ,               31.2862  ,-16.9457                 ,-7.2149               ,         3592.31 ,     43.8084 ,-76.0188      ,            298.4415 ,                   35.5807 ,         0 ,-8.0582              ,19.2392          ,19.2392          ,       630.5775 ,                1 ,          249.8868 ,                   1 ,               33.008  ,-12.084                 ,-32768               ,                       3623.9557 ,               0.17236  , , , , ,
[2023-02-01T19:05:25.1573338] ,  2302.801  ,01-Feb-2023 19:03:59 ,                249.8284 ,          19.7348 ,             232.4506 ,              632.0486 ,         290.1335 ,                34.9732 ,            3584.4948 ,          43.8083 ,-76.0184           ,               29.7791  ,-10.2336                 ,-6.8577               ,         3585.74 ,     43.8083 ,-76.0184      ,            288.9652 ,                   31.4884 ,         0 ,-7.2149              ,19.5204          ,19.5204          ,       631.3633 ,                1 ,          249.9153 ,                   1 ,               32.8351 ,-12.0377                ,-32768               ,                       3616.5389 ,               0.1733   , , , , ,
[2023-02-01T19:05:25.1589420] ,  2303.801  ,01-Feb-2023 19:04:00 ,                249.8994 ,          19.531  ,             232.4087 ,              632.7482 ,         290.1613 ,                34.8037 ,            3576.3395 ,          43.8082 ,-76.018            ,               35.2338  ,-8.0804                  ,-8.6389               ,         3576.16 ,     43.8083 ,-76.018       ,            282.9167 ,                   36.1484 ,         0 ,-6.8577              ,19.6518          ,19.6518          ,       631.8362 ,                1 ,          249.989  ,                   1 ,               32.6718 ,-11.9952                ,-32768               ,                       3607.937  ,               0.17235  , , , , ,
[2023-02-01T19:05:25.1606415] ,  2304.801  ,01-Feb-2023 19:04:01 ,                249.9429 ,          18.7812 ,             232.0568 ,              633.4467 ,         290.1913 ,                34.6419 ,            3568.1723 ,          43.8082 ,-76.0176           ,               30.9594  ,-11.014                  ,-9.9603               ,         3567.15 ,     43.8081 ,-76.0176      ,            289.5834 ,                   32.8602 ,         0 ,-8.6389              ,19.6156          ,19.6156          ,       632.6584 ,                1 ,          250.0333 ,                   1 ,               32.5128 ,-11.9576                ,-32768               ,                       3599.4709 ,               0.16592  , , , , ,
[2023-02-01T19:05:25.1622279] ,  2305.801  ,01-Feb-2023 19:04:02 ,                249.9753 ,          17.407  ,             231.3325 ,              634.1438 ,         290.2227 ,                34.4873 ,            3560.2888 ,          43.8081 ,-76.0172           ,               34.0967  ,-9.8596                  ,-5.5855               ,         3560.55 ,     43.8081 ,-76.0172      ,            286.1281 ,                   35.4936 ,         0 ,-9.9603              ,19.5065          ,19.5065          ,       633.4128 ,                1 ,          250.0684 ,                   1 ,               32.3609 ,-11.9215                ,-32768               ,                       3592.0705 ,               0.15355  , , , , ,
[2023-02-01T19:05:25.1636733] ,  2306.801  ,01-Feb-2023 19:04:03 ,                249.9948 ,          15.6335 ,             230.2935 ,              634.8398 ,         290.2554 ,                34.3394 ,            3552.2947 ,          43.808  ,-76.0168           ,               32.4429  ,-7.736                   ,-8.0196               ,         3553.61 ,     43.808  ,-76.0168      ,            283.4117 ,                   33.3525 ,         0 ,-5.5855              ,17.5459          ,17.5459          ,       633.9207 ,                1 ,          250.0853 ,                   1 ,               32.2166 ,-11.8885                ,-32768               ,                       3584.3085 ,               0.13734  , , , , ,
[2023-02-01T19:05:25.1661075] ,  2307.801  ,01-Feb-2023 19:04:04 ,                250.0403 ,          14.4766 ,             229.5824 ,              635.5352 ,         290.2902 ,                34.1979 ,            3544.1575 ,          43.8079 ,-76.0164           ,               32.9606  ,-10.9767                 ,-9.0544               ,         3542.92 ,     43.8079 ,-76.0164      ,            288.419  ,                   34.7403 ,         0 ,-8.0196              ,15.8625          ,15.8625          ,       634.862  ,                1 ,          250.1313 ,                   1 ,               32.0764 ,-11.8577                ,-32768               ,                       3575.6197 ,               0.12711  , , , , ,
[2023-02-01T19:05:25.1677872] ,  2308.801  ,01-Feb-2023 19:04:05 ,                250.0895 ,          14.3628 ,             229.5472 ,              636.2321 ,         290.3269 ,                34.0627 ,            3536.3958 ,          43.8078 ,-76.016            ,               31.2164  ,-15.5309                 ,-7.5792               ,         3536.31 ,     43.8078 ,-76.016       ,            296.4514 ,                   34.8665 ,         0 ,-9.0544              ,15.3384          ,15.3384          ,       635.5173 ,                1 ,          250.182  ,                   1 ,               31.9406 ,-11.8333                ,-32768               ,                       3567.8567 ,               0.12649  , , , , ,
[2023-02-01T19:05:25.1693231] ,  2309.801  ,01-Feb-2023 19:04:06 ,                250.1212 ,          14.6339 ,             229.7557 ,              636.9305 ,         290.3644 ,                33.9338 ,            3528.937  ,          43.8076 ,-76.0156           ,               30.344   ,-15.2984                 ,-7.9696               ,         3528.91 ,     43.8076 ,-76.0156      ,            296.7557 ,                   33.9823 ,         0 ,-7.5792              ,15.0409          ,15.0409          ,       635.9528 ,                1 ,          250.2123 ,                   1 ,               31.8121 ,-11.8086                ,-32768               ,                       3560.5187 ,               0.12922  , , , , ,
[2023-02-01T19:05:25.1706239] ,  2310.801  ,01-Feb-2023 19:04:07 ,                250.1452 ,          14.8167 ,             229.897  ,              637.6323 ,         290.4019 ,                33.8106 ,            3521.4214 ,          43.8075 ,-76.0152           ,               28.8427  ,-11.5609                 ,-7.1593               ,         3521.18 ,     43.8075 ,-76.0153      ,            291.8422 ,                   31.0734 ,         0 ,-7.9696              ,14.8653          ,14.8653          ,       636.8046 ,                1 ,          250.2306 ,                   1 ,               31.6901 ,-11.7862                ,-32768               ,                       3553.1791 ,               0.13105  , , , , ,
[2023-02-01T19:05:34.4104116] ,  2311.801  ,01-Feb-2023 19:04:08 ,                250.2231 ,          14.8756 ,             230.0015 ,              638.3386 ,         290.4392 ,                33.6921 ,            3513.4332 ,          43.8074 ,-76.0148           ,               34.1099  ,-9.0096                  ,-6.041                ,         3514.95 ,     43.8074 ,-76.0148      ,            284.7959 ,                   35.2797 ,         0 ,-7.1593              ,14.9078          ,14.9078          ,       637.5065 ,                1 ,          250.3084 ,                   1 ,               31.5715 ,-11.7665                ,-32768               ,                       3545.5173 ,               0.13238  , , , , ,
[2023-02-01T19:05:34.4136916] ,  2312.801  ,01-Feb-2023 19:04:09 ,                250.2949 ,          14.7182 ,             229.9583 ,              639.0477 ,         290.4759 ,                33.577  ,            3504.7107 ,          43.8073 ,-76.0144           ,               31.7558  ,-12.2372                 ,-9.22                 ,         3504.38 ,     43.8073 ,-76.0144      ,            291.0743 ,                   34.0321 ,         0 ,-6.041               ,14.8155          ,14.8155          ,       638.2461 ,                1 ,          250.3776 ,                   1 ,               31.4551 ,-11.7455                ,-32768               ,                       3536.469  ,               0.13162  , , , , ,
[2023-02-01T19:05:34.4146895] ,  2313.801  ,01-Feb-2023 19:04:10 ,                250.3577 ,          14.241  ,             229.6902 ,              639.7581 ,         290.5122 ,                33.4646 ,            3495.8181 ,          43.8072 ,-76.014            ,               35.5888  ,-10.8102                 ,-9.5561               ,         3495.51 ,     43.8072 ,-76.014       ,            286.8963 ,                   37.1944 ,         0 ,-9.22                ,14.7316          ,14.7316          ,       638.9595 ,                1 ,          250.4388 ,                   1 ,               31.3426 ,-11.7258                ,-32768               ,                       3527.331  ,               0.12775  , , , , ,
[2023-02-01T19:05:34.4158200] ,  2314.801  ,01-Feb-2023 19:04:11 ,                250.4264 ,          13.3977 ,             229.1555 ,              640.4674 ,         290.5486 ,                33.3539 ,            3487.3862 ,          43.8071 ,-76.0136           ,               30.6021  ,-10.3261                 ,-8.9529               ,         3486.71 ,     43.8071 ,-76.0136      ,            288.646  ,                   32.2973 ,         0 ,-9.5561              ,14.2397          ,14.2397          ,       639.723  ,                1 ,          250.5084 ,                   1 ,               31.2322 ,-11.7068                ,-32768               ,                       3518.8398 ,               0.12045  , , , , ,
[2023-02-01T19:05:34.4171165] ,  2315.801  ,01-Feb-2023 19:04:12 ,                250.5107 ,          12.3566 ,             228.4449 ,              641.1738 ,         290.5846 ,                33.2436 ,            3479.5658 ,          43.807  ,-76.0132           ,               31.1567  ,-12.7246                 ,-8.5361               ,         3479.2  ,     43.807  ,-76.0132      ,            292.2154 ,                   33.6549 ,         0 ,-8.9529              ,13.6866          ,13.6866          ,       640.4682 ,                1 ,          250.5999 ,                   1 ,               31.1239 ,-11.6876                ,-32768               ,                       3511.2646 ,               0.11139  , , , , ,
[2023-02-01T19:05:34.4182400] ,  2316.801  ,01-Feb-2023 19:04:13 ,                250.5383 ,          11.2951 ,             227.6066 ,              641.881  ,         290.6185 ,                33.1325 ,            3472.0829 ,          43.8069 ,-76.0129           ,               28.8626  ,-13.1356                 ,-7.2823               ,         3472.94 ,     43.8069 ,-76.0129      ,            294.4706 ,                   31.7111 ,         0 ,-8.5361              ,12.8556          ,12.8556          ,       641.0527 ,                1 ,          250.6267 ,                   1 ,               31.0098 ,-11.6672                ,-32768               ,                       3504.0705 ,               0.10152  , , , , ,
[2023-02-01T19:05:34.4200801] ,  2317.801  ,01-Feb-2023 19:04:14 ,                250.5607 ,          10.406  ,             226.8444 ,              642.5925 ,         290.6469 ,                33.0213 ,            3464.3498 ,          43.8068 ,-76.0125           ,               28.8591  ,-10.4771                 ,-7.5087               ,         3464.28 ,     43.8068 ,-76.0125      ,            289.953  ,                   30.7021 ,         0 ,-7.2823              ,11.836           ,11.836           ,       641.6638 ,                1 ,          250.6475 ,                   1 ,               30.8991 ,-11.644                 ,-32768               ,                       3496.2115 ,               0.093235 , , , , ,
[2023-02-01T19:05:34.4211664] ,  2318.801  ,01-Feb-2023 19:04:15 ,                250.6333 ,           9.8576 ,             226.3911 ,              643.3084 ,         290.6662 ,                32.9103 ,            3456.233  ,          43.8067 ,-76.0121           ,               31.0522  ,-10.2199                 ,-8.1429               ,         3456.63 ,     43.8067 ,-76.0121      ,            288.2175 ,                   32.6907 ,         0 ,-7.5087              ,11.0567          ,11.0567          ,       642.3478 ,                1 ,          250.7198 ,                   1 ,               30.7919 ,-11.6169                ,-32768               ,                       3487.9366 ,               0.088564 , , , , ,
[2023-02-01T19:05:34.4228208] ,  2319.801  ,01-Feb-2023 19:04:16 ,                250.6841 ,           9.5697 ,             226.1527 ,              644.0287 ,         290.674  ,                32.7993 ,            3447.9194 ,          43.8066 ,-76.0117           ,               30.7858  ,-12.415                  ,-9.8971               ,         3446.95 ,     43.8066 ,-76.0118      ,            291.9628 ,                   33.1949 ,         0 ,-8.1429              ,10.3434          ,10.3434          ,       643.2427 ,                1 ,          250.7661 ,                   1 ,               30.6884 ,-11.579                 ,-32768               ,                       3479.5256 ,               0.086148 , , , , ,
[2023-02-01T19:05:43.6646651] ,  2320.801  ,01-Feb-2023 19:04:17 ,                250.7623 ,           9.4818 ,             226.1292 ,              644.7509 ,         290.6707 ,                32.6878 ,            3439.518  ,          43.8065 ,-76.0114           ,               31.6773  ,-10.6292                 ,-6.1318               ,         3440.61 ,     43.8065 ,-76.0113      ,            288.549  ,                   33.413  ,         0 ,-9.8971              ,10.027           ,10.027           ,       644.0696 ,                1 ,          250.8516 ,                   1 ,               30.5826 ,-11.5387                ,-32768               ,                       3471.4767 ,               0.085827 , , , , ,
[2023-02-01T19:05:43.6684542] ,  2321.801  ,01-Feb-2023 19:04:18 ,                250.7994 ,           9.533  ,             226.2103 ,              645.4711 ,         290.6557 ,                32.5761 ,            3430.8064 ,          43.8064 ,-76.011            ,               30.9355  ,-10.7101                 ,-9.1289               ,         3430.61 ,     43.8064 ,-76.011       ,            289.0963 ,                   32.7371 ,         0 ,-6.1318              ,9.7462           ,9.7462           ,       644.6434 ,                1 ,          250.8935 ,                   1 ,               30.4817 ,-11.491                 ,-32768               ,                       3462.6322 ,               0.086509 , , , , ,
[2023-02-01T19:05:43.6718661] ,  2322.801  ,01-Feb-2023 19:04:19 ,                250.8029 ,           9.6795 ,             226.3571 ,              646.1835 ,         290.6288 ,                32.4635 ,            3422.1669 ,          43.8063 ,-76.0106           ,               31.9247  ,-8.5234                  ,-9.3163               ,         3421.49 ,     43.8064 ,-76.0106      ,            284.9484 ,                   33.0429 ,         0 ,-9.1289              ,9.5917           ,9.5917           ,       645.3376 ,                1 ,          250.9015 ,                   1 ,               30.3827 ,-11.4377                ,-32768               ,                       3453.9841 ,               0.087837 , , , , ,
[2023-02-01T19:05:43.6754846] ,  2323.801  ,01-Feb-2023 19:04:20 ,                250.796  ,           9.8544 ,             226.5208 ,              646.8837 ,         290.5895 ,                32.3496 ,            3413.8522 ,          43.8062 ,-76.0102           ,               30.6378  ,-16.0659                 ,-7.8294               ,         3415.12 ,     43.8062 ,-76.0102      ,            297.6717 ,                   34.5947 ,         0 ,-9.3163              ,9.9015           ,9.9015           ,       646.1497 ,                1 ,          250.8938 ,                   1 ,               30.2838 ,-11.3769                ,-32768               ,                       3445.9207 ,               0.089353 , , , , ,
[2023-02-01T19:05:43.6789897] ,  2324.801  ,01-Feb-2023 19:04:21 ,                250.8073 ,           9.777  ,             226.4554 ,              647.5716 ,         290.5377 ,                32.2341 ,            3405.8096 ,          43.8061 ,-76.0098           ,               29.3218  ,-14.2734                 ,-9.5767               ,         3404.52 ,     43.8061 ,-76.0098      ,            295.9562 ,                   32.6113 ,         0 ,-7.8294              ,9.9116           ,9.9116           ,       646.9411 ,                1 ,          250.9064 ,                   1 ,               30.1847 ,-11.3074                ,-32768               ,                       3437.4497 ,               0.088612 , , , , ,
[2023-02-01T19:05:43.6823610] ,  2325.801  ,01-Feb-2023 19:04:22 ,                250.8322 ,           9.4389 ,             226.1434 ,              648.2474 ,         290.473  ,                32.1173 ,            3398.5915 ,          43.806  ,-76.0095           ,               26.5088  ,-11.1158                 ,-7.448                ,         3398.14 ,     43.806  ,-76.0095      ,            292.7495 ,                   28.745  ,         0 ,-9.5767              ,9.7822           ,9.7822           ,       647.5953 ,                1 ,          250.9374 ,                   1 ,               30.0886 ,-11.2327                ,-32768               ,                       3430.3415 ,               0.085499 , , , , ,
[2023-02-01T19:05:43.6854632] ,  2326.801  ,01-Feb-2023 19:04:23 ,                250.8028 ,           9.0834 ,             225.758  ,              648.9147 ,         290.3944 ,                31.9989 ,            3392.0835 ,          43.8059 ,-76.0091           ,               26.774   ,-12.2574                 ,-6.8767               ,         3392.91 ,     43.8059 ,-76.0092      ,            294.5987 ,                   29.4464 ,         0 ,-7.448               ,9.4118           ,9.4118           ,       648.0084 ,                1 ,          250.9056 ,                   1 ,               29.9939 ,-11.1511                ,-32768               ,                       3424.1608 ,               0.081813 , , , , ,
[2023-02-01T19:05:43.6873431] ,  2327.801  ,01-Feb-2023 19:04:24 ,                250.7787 ,           8.9472 ,             225.5966 ,              649.5797 ,         290.2997 ,                31.8786 ,            3385.5976 ,          43.8057 ,-76.0088           ,               31.3616  ,-16.6304                 ,-6.222                ,         3385.46 ,     43.8057 ,-76.0088      ,            297.936  ,                   35.4981 ,         0 ,-6.8767              ,9.1474           ,9.1474           ,       648.6384 ,                1 ,          250.876  ,                   1 ,               29.8995 ,-11.0614                ,-32768               ,                       3417.3614 ,               0.080265 , , , , ,
[2023-02-01T19:05:43.6884654] ,  2328.801  ,01-Feb-2023 19:04:25 ,                250.816  ,           9.0441 ,             225.728  ,              650.2484 ,         290.1868 ,                31.7565 ,            3378.9942 ,          43.8056 ,-76.0084           ,               31.8539  ,-10.5524                 ,-8.6807               ,         3378.24 ,     43.8056 ,-76.0084      ,            288.3286 ,                   33.5563 ,         0 ,-6.222               ,9.0746           ,9.0746           ,       649.4078 ,                1 ,          250.9112 ,                   1 ,               29.8053 ,-10.9596                ,-32768               ,                       3410.5658 ,               0.081371 , , , , ,
